NPV PV Soil Shade
0.0 0.48539024065469766 0.5146097593453023 0.0
0.22737254764211237 0.7644227494121669 0.008204702945720739 0.0
0.02409342137739555 0.0963385432580358 0.3728356490911786 0.50673238627339
0.4595066086940385 0.07861978529053287 0.20644248565988216 0.25543112035554644
0.0 0.5264341649039304 0.47356583509606964 0.0
0.27815297617237733 0.24672314267487083 0.3282717178850877 0.14685216326766407
0.08644572473257156 0.0 0.9135542752674285 0.0
0.2017955832648231 0.29231474051329087 0.1739043269683076 0.33198534925357837
0.14859538592293395 0.13771105220314533 0.4091159804620989 0.30457758141182173
0.8539096638588438 0.0 0.14609033614115632 0.0
0.35100434198769637 0.3949415495998722 0.2540541084124314 0.0
0.4192688061683446 0.07695453590769949 0.5037766579239559 0.0
0.35136010950906277 0.011076550582454372 0.3545576617528709 0.283005678155612
0.4352405960242325 0.0 0.2188078626792087 0.3459515412965587
0.0 0.3223963078274473 0.3327738370840518 0.3448298550885009
0.4727375762130465 0.5272624237869535 0.0 0.0
0.25325392299705674 0.02763161310376057 0.37054131873232254 0.34857314516686017
0.6591379979347824 0.0 0.34086200206521755 0.0
0.08140217467369591 0.2384341006699617 0.3893954864309091 0.2907682382254332
0.5546432932665983 0.3101953639392075 0.0 0.13516134279419412
0.19285036679007259 0.18416701524793402 0.33323594833213543 0.28974666962985796
0.0 0.3808999344398486 0.26256494891369847 0.3565351166464528
0.45751596144543333 0.0 0.2689791644799072 0.2735048740746594
0.1597688976585824 0.42404136250560864 0.4161897398358091 0.0
0.31729434499610765 0.23909628105913397 0.2071072735889225 0.23650210035583577
0.006950083959872562 0.7607270179469933 0.23232289809313414 0.0
0.3381680726343623 0.350189562707127 0.31164236465851075 0.0
0.5609670813096185 0.4390329186903815 0.0 0.0
0.3990575257332069 0.07013631473276352 0.5179693660193789 0.01283679351465069
0.1880152878406567 0.5016299755977404 0.31035473656160306 0.0
0.0 0.4398504070684742 0.2641283556576512 0.2960212372738746
0.19609115010709494 0.0 0.4803434714023878 0.32356537849051714
0.4259271078946797 0.40562644022641087 0.16844645187890947 0.0
0.6257842208489108 0.37421577915108917 0.0 0.0
0.40707207384019517 0.32023284362535553 0.0 0.2726950825344494
0.3253302357338479 0.36588384604730195 0.30878591821885015 0.0
0.29508134800143104 0.27804015116910175 0.2249047469271266 0.20197375390234062
0.5846507025536752 0.21875131593054867 0.19659798151577615 0.0
0.5693758424841835 0.0 0.4306241575158165 0.0
0.4053683204295795 0.32234665049934064 0.0 0.27228502907108
0.008802871809915156 0.3175060335094989 0.33576947982595723 0.3379216148546287
0.19652917736777625 0.28316576743573224 0.5203050551964916 0.0
0.2406775053198716 0.27353640371697924 0.18354039320151017 0.30224569776163906
0.0 0.1179369935603175 0.23434916307754253 0.64771384336214
0.43405741785123975 0.0078044795788865225 0.5581381025698738 0.0
0.09143274704303639 0.0 0.3568224140427927 0.5517448389141709
0.17238576932257102 0.3324780961952867 0.2913603996595361 0.20377573482260622
0.0 0.2654083062269688 0.7345916937730311 0.0
0.26551886083765996 0.2649379389436882 0.27675104478432644 0.19279215543432546
0.3780093022081008 0.3848412377056063 0.12388878810180132 0.11326067198449158
0.47286052504200493 0.0 0.527139474957995 0.0
0.0 0.38350654232693304 0.3275802991403222 0.2889131585327448
0.40087063676995527 0.3375444248153881 0.26158493841465663 0.0
0.10603096571838055 0.5118237549298856 0.23309960782031877 0.1490456715314151
0.49286840307051494 0.0 0.5071315969294851 0.0
0.16405497768872077 0.2328805955285322 0.6030644267827471 0.0
0.16708344968728178 0.5114235881069751 0.07704120495989444 0.2444517572458487
0.6314484724739088 0.14769550265135867 0.0 0.22085602487473258
0.17417624670650073 0.36872136986824267 0.0 0.4571023834252566
0.0 0.976826521010395 0.023173478989604996 0.0
0.1047988933248004 0.6345222965074729 0.00659131098471243 0.25408749918301426
0.00111592951714603 0.6287093344840214 0.37017473599883255 0.0
0.3442126768308691 0.2084904974164061 0.4472968257527249 0.0
0.3340189061410558 0.16440057110735437 0.29391432552293467 0.20766619722865529
0.5751224264108296 0.0 0.4248775735891705 0.0
0.38584001116949834 0.4113626357031876 0.20279735312731406 0.0
0.0 0.6853787500743517 0.31462124992564827 0.0
0.49053487912136706 0.02230650851836436 0.48715861236026864 0.0
0.46762852130226135 0.0 0.5323714786977387 0.0
0.5411830761910008 0.0 0.04049365297829364 0.4183232708307056
0.3965088178031422 0.28940469860252604 0.0 0.3140864835943317
0.4054763537119343 0.07789805681267638 0.4186654987727441 0.09796009070264536
0.0 0.2802485895892651 0.1120593518949015 0.6076920585158334
0.36690961821168444 0.4487517560120558 0.18433862577625984 0.0
0.06454559524170139 0.3177854193957412 0.18124753066206606 0.43642145470049143
0.38727770916836557 0.40873827492343645 0.203984015908198 0.0
0.2545247780039805 0.0 0.09234847613676196 0.6531267458592576
0.41977174400106365 0.17820747171062637 0.34392931039550595 0.058091473892803946
0.2579523077187324 0.0 0.4430562210621709 0.29899147121909664
0.21440353721459904 0.3835703571830055 0.0 0.4020261056023955
0.5749374010708602 0.04864743315798957 0.30379844559410524 0.07261672017704497
0.0 0.5220247799855255 0.08688843898418099 0.39108678103029354
0.6397567449602669 0.3602432550397332 0.0 0.0
0.06800150588293126 0.22853518226844688 0.44266487300234236 0.2607984388462795
0.6727260702749442 0.11558475660142026 0.2116891731236355 0.0
0.17656560341486338 0.17667743865436944 0.0 0.6467569579307672
0.2638867056788641 0.06111880549517963 0.2823459163599164 0.3926485724660399
0.510597942266412 0.0 0.489402057733588 0.0
0.31761809592026585 0.16411676601456837 0.5182651380651657 0.0
0.5903542180438787 0.0 0.4096457819561214 0.0
0.3463659478227121 0.2913277050778062 0.36230634709948184 0.0
0.22264076567060706 0.43926598370116515 0.0 0.33809325062822765
0.26539803180264104 0.15583378565409262 0.1985791465609836 0.38018903598228276
0.28173069468628115 0.368988968243217 0.10338150829548866 0.2458988287750132
0.27477671004968857 0.7252232899503114 0.0 0.0
0.3994704352081818 0.6005295647918182 0.0 0.0
0.2912039417136002 0.47815332277938644 0.23064273550701342 0.0
0.2865328529694368 0.3666867835741748 0.20550783249188806 0.14127253096450026
0.0 0.45682837264267506 0.5431716273573249 0.0
0.27902697427794 0.3345725969198165 0.38640042880224357 0.0
0.0 0.4032942551247608 0.14977319596570063 0.4469325489095386
0.993828352185892 0.0 0.006171647814107995 0.0
0.0 0.3009607913533615 0.6990392086466384 0.0
0.0 0.2432112021412035 0.22485047344720163 0.5319383244115948
0.09344073335597948 0.42214759843869454 0.41822351568211935 0.06618815252320659
0.0 0.3228991219902035 0.29857935790454543 0.3785215201052511
0.8426850049720671 0.0 0.1573149950279329 0.0
0.0 0.6332555476744803 0.3667444523255196 0.0
0.7480579253554708 0.2519420746445292 0.0 0.0
0.17077864156844916 0.8292213584315509 0.0 0.0
0.19915967441156582 0.05210848198491053 0.5766842216376366 0.17204762196588713
0.5067008458905189 0.025989266967101375 0.4673098871423797 0.0
0.4172678434254959 0.13839438661063388 0.0 0.4443377699638702
0.059243107137251214 0.4134828406280249 0.5272740522347239 0.0
0.26498291669952007 0.5449918188010007 0.0 0.19002526449947924
0.0 0.5901128040710182 0.4098871959289819 0.0
0.8881984317737821 0.11180156822621787 0.0 0.0
0.9421223695542944 0.0 0.05787763044570556 0.0
0.5292823524386476 0.2421294970482664 0.22858815051308606 0.0
0.6080520541873339 0.0 0.3919479458126661 0.0
0.10759386300366044 0.24937445680553105 0.3927842133090777 0.2502474668817309
0.3353382000444275 0.0 0.4485080288574096 0.21615377109816294
0.49034306099057307 0.5096569390094269 0.0 0.0
0.0 0.20370945205000016 0.45479993740242236 0.34149061054757734
0.19363707229369817 0.32379176780391444 0.2735837241250282 0.20898743577735912
0.4269821428616227 0.5730178571383773 0.0 0.0
0.4484610792736726 0.32042937341775707 0.0 0.2311095473085703
0.6925430530357166 0.0 0.018091144840285105 0.2893658021239982
0.3293961784923512 0.22657234981456004 0.3381105847206226 0.10592088697246613
0.4205685506518351 0.039328949019861704 0.36502924111700225 0.17507325921130099
0.0 0.5086209551228869 0.42916242583742925 0.06221661903968388
0.4812317228711176 0.0 0.4465575051017797 0.07221077202710277
0.6494610590866605 0.01549844899259969 0.15455850837136442 0.1804819835493752
0.35126518763489867 0.3493530265228384 0.26456002699244136 0.034821758849821596
0.43302545668511333 0.061673907833535664 0.5053006354813508 0.0
0.10859715728100637 0.6108554350615812 0.2805474076574124 0.0
0.13946983077091665 0.3658254256981395 0.3374265018989729 0.15727824163197104
0.38695894738159514 0.3714887651392488 0.24155228747915605 0.0
0.06706980518598675 0.9329301948140133 0.0 0.0
0.42534515926693506 0.0 0.21871954035235597 0.355935300380709
0.4974716516367471 0.44566609745583385 0.056862250907418935 0.0
0.34333784072311596 0.03332088909032079 0.2669850026035218 0.3563562675830414
0.3380667246394253 0.35059086525990474 0.31134241010066993 0.0
0.23251385051535609 0.567277996453934 0.20020815303070993 0.0
0.3825507553776769 0.21366717747746797 0.2810062432807509 0.1227758238641043
0.35654974362079683 0.23690212562091717 0.406548130758286 0.0
0.3534385351709069 0.06133056137523218 0.585230903453861 0.0
0.020625385412693802 0.3278822699554267 0.31444493289092473 0.3370474117409548
0.19835790735687986 0.0 0.018216516524627583 0.7834255761184925
0.3418341114251072 0.10072776142046498 0.23874756381131146 0.31869056334311635
0.3482430547726784 0.06912973883896753 0.548844452031365 0.03378275435698896
0.509958903749147 0.4900410962508532 0.0 0.0
0.29904064859610235 0.0 0.7009593514038978 0.0
0.0 0.7820231502942186 0.21797684970578135 0.0
0.48606489742622255 0.19680168001377743 0.0 0.31713342256000016
0.35406637738122215 0.45756700178687 0.1883666208319079 0.0
0.44327249560135645 0.0 0.4201624065427737 0.1365650978558699
0.5208334985601045 0.10057929074804187 0.3785872106918536 0.0
0.43710103800866307 0.5628989619913369 0.0 0.0
0.2968711517089596 0.26659779905108166 0.18956471767397268 0.24696633156598594
0.0 0.3820691082065075 0.6179308917934925 0.0
0.12291809426564362 0.0 0.8770819057343564 0.0
0.3560422625613588 0.0 0.6439577374386413 0.0
0.2610147053515621 0.19733968119210807 0.2893939569311599 0.25225165652517
0.0 0.9843842125317903 0.01561578746820965 0.0
