NPV PV Soil Shade
0.6929737106175986 0.0 0.30702628938240156 0.0
0.19009947359841473 0.0 0.359478869436605 0.4504216569649803
0.32016165172700084 0.0 0.36830297596139866 0.31153537231160044
0.10053057679488375 0.2893936396109042 0.2973552298909632 0.31272055370324875
0.24356206939466168 0.16743189609845546 0.23380695453709596 0.35519907996978695
0.047741755756597413 0.5922661030338919 0.3599921412095107 0.0
0.39454431672686413 0.04448155577771724 0.5609741274954186 0.0
0.12727511530508664 0.41859237759216683 0.4541325071027466 0.0
0.7202087558529908 0.24268028823163185 0.03711095591537728 0.0
0.5072982175184824 0.0 0.1392472993819653 0.35345448309955235
0.0 0.1800948564521624 0.6913917663791044 0.12851337716873315
0.15673177668112498 0.23384461882880897 0.6094236044900659 0.0
0.41058045952339256 0.11542337052509923 0.20848722410785478 0.26550894584365353
0.46031531922302055 0.2559399893668922 0.2837446914100872 0.0
0.07078200774476937 0.0 0.46812445106696865 0.46109354118826207
0.1379883207145209 0.629355528160867 0.23265615112461197 0.0
0.0 0.5426378863892729 0.45736211361072704 0.0
0.3774374388656815 0.1634738885725874 0.3718017013518462 0.0872869712098849
0.1446944569968477 0.26381256765259886 0.05104256335625553 0.5404504119942978
0.0 0.21417351610990124 0.43402758862512725 0.35179889526497155
0.4451627457646295 0.0 0.0758452615824341 0.4789919926529365
0.49979615143189277 0.3783599525578912 0.0 0.12184389601021613
0.41080100398222585 0.12615986283995181 0.4630391331778224 0.0
0.18178759393475918 0.5296859720419113 0.2885264340233295 0.0
0.2773149480468701 0.3370338198339387 0.02357561193039211 0.3620756201887991
0.5747283438757466 0.1493536297127763 0.27591802641147717 0.0
0.22045607404745793 0.48887095224370986 0.13668266940978524 0.15399030429904684
0.002173199685012689 0.0 0.22632715636214257 0.7714996439528448
0.1961151484412926 0.033613242304997945 0.7702716092537095 0.0
0.31998055682105275 0.336568157433354 0.34345128574559325 0.0
0.09063359940770967 0.6667626943901664 0.17888783254916443 0.06371587365295951
0.3047904885870302 0.23154141140133522 0.46366810001163467 0.0
0.6282817269837434 0.0 0.03501473962188963 0.3367035333943669
0.2709049445527713 0.2755079040697816 0.22449924337745925 0.22908790799998788
0.30218915363551785 0.3830429076763065 0.04267105142795473 0.272096887260221
0.556803050088408 0.22653385619062397 0.2166630937209681 0.0
0.3378569858575317 0.262331647003193 0.2232219654462009 0.17658940169307438
0.17883081866404632 0.4992584957745555 0.3219106855613982 0.0
0.0 0.5006487338221625 0.4993512661778374 0.0
0.03030681856782759 0.47963524351442255 0.0 0.4900579379177498
0.31642126248467184 0.43067742360490374 0.25290131391042453 0.0
0.23464948358778395 0.4823181044282895 0.28303241198392654 0.0
0.5704285733425714 0.22295242566407297 0.20661900099335584 0.0
0.46882206611231303 0.531177933887687 0.0 0.0
0.4896926655766488 0.0 0.5103073344233512 0.0
0.0 0.43511754135928354 0.5648824586407164 0.0
0.4547808228450091 0.0 0.5452191771549909 0.0
0.48218199178576165 0.5178180082142384 0.0 0.0
0.12405464293697403 0.5786896466797256 0.29725571038330056 0.0
0.0 0.6229675181874346 0.37703248181256543 0.0
0.14570765086205995 0.85429234913794 0.0 0.0
0.04851687143110934 0.0 0.5050139377351668 0.4464691908337239
0.6699252705772021 0.0 0.3300747294227979 0.0
0.2758364429092973 0.7241635570907027 0.0 0.0
