B2 B3 B4 B5 B6 B7 B8 B8A B11 B12
1555.5926182180767 1502.9900729272417 1200.5481864575863 1352.2347117553295 2402.4027064694055 2645.873304119089 2870.138880587621 2731.097512353937 1191.6286652910012 851.1915929348995
624.862106759879 908.4303699657812 923.9554828777073 1384.7684928192548 2735.147596466571 3414.7791366208003 3479.1661475306364 3644.0001265476412 2175.9287560444827 1408.7088100410108
542.4937670495698 811.516190761045 811.9014921987812 1221.7005135503236 2652.75618250595 3404.8246956376297 3491.4582341155237 3581.947217772905 1955.374579492962 1292.4292617867113
495.5543919602273 733.4308295602779 847.0876273175195 1076.1150911648378 1934.098684336207 2273.98081615163 2438.5783141320176 2438.8157079242346 1827.9242870418052 1343.4228546749584
385.0950281161893 531.479120261196 643.7823229999477 766.0377909802122 1153.3809388814936 1307.5950159670354 1255.803803148618 1410.9747406007077 1229.2588240530972 892.4720913784282
385.53162940780027 607.1932286367329 579.526840420349 902.181081402322 2064.0433956971992 2342.1407658090034 2361.5286900640876 2440.369802690803 1480.7282357229178 944.5788891542861
810.4730454755667 1163.910970797623 1117.8915718882138 1607.1710553480277 3258.9490861068734 3710.313456756733 3740.6619122565735 3893.5634215466503 2445.2185014457273 1567.9228010518116
776.629369859361 1173.7413332604256 1407.9826771843084 1838.1123799113425 2446.2397069307253 2746.0049946609943 2819.3345515041833 3078.4917277408485 2590.369535877582 1837.978771634274
612.9297501331683 938.237135666658 1124.1587385540865 1494.3807635080946 1911.696377543998 2123.483632335892 2181.0441268341397 2416.333443947677 2006.328473250628 1393.8628426922842
495.46542081292375 739.0344683458578 628.4617544672752 1015.344139831341 2195.438272403972 2446.691940385908 2662.2542312582104 2590.5666911791245 1467.0775932232395 845.9326249019277
264.6258398933207 373.46025808629645 397.41161482644907 573.8110351962579 1149.2328093281694 1430.3128837250497 1373.6690692302884 1538.631016824193 973.2101583127161 525.1039761736301
256.1562277820831 393.53102898350016 244.9058301849173 583.9546633530787 2177.243308664602 2914.303556389109 3121.775420512685 2984.5871767726026 994.592133884212 435.5570669471807
510.66658820726184 846.0130301070287 803.2844005233671 1261.7456911885647 2617.27526999105 3028.3811880038156 3318.9317829008846 3158.646427968996 1973.933037918172 1243.0682458638673
180.18940615364212 288.50421732313674 171.4478955911928 416.7331770832839 1238.90693224879 1482.57695255187 1688.1867500473816 1532.1323474708083 581.9087927094475 234.20029943586673
339.6212746080631 558.63721843431 328.4183670733164 770.84264625453 3109.909449487927 4461.373442224981 4512.261399672778 4617.784576398661 1620.7436274118559 685.9061789635077
446.6725564054956 814.4172060542135 611.9715336666112 1253.2653948645695 3843.676255506509 4583.217880971512 4659.530808136495 4706.691807712222 2171.5738342739483 1173.9880711248188
191.2408690897798 322.5307447327894 192.82508343752792 525.7271372279845 2063.6232293681483 2528.2778617650356 2622.4213943213526 2584.6344439625714 710.0222070641654 302.57200986605216
465.91443656863225 849.6896075114547 527.2806829362297 1302.5747171868395 4436.6826213300965 5296.7743742515295 5300.6252054416145 5431.618102164952 2117.250118144969 1056.4650440180415
427.51702655157555 634.3026937449449 762.4283054706941 948.5188678586773 1352.3758851414182 1500.0297582362964 1556.6646826230947 1633.1104243670873 1610.1722630659292 1208.2565362686898
247.96058257445998 385.1602296686517 330.53566239712205 607.472714710724 1420.9859190939865 1729.2487605451142 1654.6380288294126 1801.3192078795557 1069.9547901842861 540.1392664022176
413.3191653560195 618.9547261225877 693.6317020977044 921.8876292738131 1740.1150901755536 2074.631980946963 2160.138702875284 2212.077914578719 1552.9467399601833 1116.9520184878775
521.5098744593529 780.0245345941265 870.8779297496641 1184.1589503692157 2019.163352802542 2334.188043237743 2365.682992918835 2512.374286389101 1880.9698688567207 1267.4011442846254
351.80584827947814 462.5820015351786 448.64026813927785 652.624014995255 1191.6409485788581 1330.1832442276125 1323.4417387071562 1378.5276195745744 912.8172093987743 502.58306960315025
822.8489518142221 1186.7452005663818 1424.2707464486102 1725.9310799578388 2666.9806293430875 2976.486177480833 3019.4071017945375 3177.5835102702445 2916.7976041467928 2197.9034095797856
454.7337403152302 667.0397789237142 662.4609006720615 993.724594241704 1841.1078366241056 2121.5897268909757 2189.09689478932 2281.473610773799 1681.3175841691052 1083.363594124
544.7274196410675 697.6263327613475 846.2129392034301 1073.1425326039378 1405.074873492227 1525.9934769416082 1483.0574727362768 1780.0748734922267 1693.3756200510993 1210.463427406542
588.0023153380179 882.3410443439188 955.6323767485285 1120.4242812048346 2581.123694230961 3115.6242662826576 3235.412704514745 3337.3352492160666 2122.756077762297 1176.4554975712313
565.5975430024562 788.274429212219 994.2340026396544 1175.3034570078485 1526.7815297301483 1693.67218589898 1671.1439192503624 1864.719481297468 1944.1087714555495 1426.8318614243533
376.4586664474969 649.5928712862503 507.7941213040185 978.9588305851166 2588.410365624232 3179.4979937123903 3351.7000369606376 3260.2159963675217 1585.2536659928874 907.4543719663263
611.8495477308611 841.7508576111404 850.6115803884499 1187.662178779179 2458.05324546929 3116.2066717339235 3188.11997794125 3317.6395581339893 1885.3127862862705 1255.2432984853751
410.2560052757361 704.8837098390877 626.6751506202075 1154.994322606232 2719.269460562845 3191.314998942796 3206.3265921899456 3377.7049227097814 1666.942272223867 853.5645378530635
796.6885503294423 1134.5875582663887 1396.003719455414 1661.914507750603 2494.179457980191 2824.250207851357 2914.758130186613 3016.670778209509 2717.027692750468 2113.3410021487325
429.72547519494213 672.0618951090344 690.727593848961 985.6518709910048 1905.6581459264862 2151.5064083340717 2194.018904160455 2249.0698684725476 1625.833526209684 1131.0456948498222
201.8390100120687 280.71986018000143 248.48506040252738 397.48553834611005 833.3755687146399 946.4223731192576 950.6186414519753 981.6357199985338 483.63725342761035 251.50394765141976
391.4469646920917 557.1459109821811 571.4869138062918 834.8775782326758 1909.2203619077518 2281.686385531538 2262.5161862845234 2378.786450073877 1275.9507102056773 774.4370178815756
776.0810205807261 1153.3915795508312 1300.3932254612573 1689.6270566613966 2892.5465789043897 3248.8981486598113 3330.2697233129384 3449.111064442958 2763.491417285025 2043.5316080216735
756.9471766236502 1088.7180657696194 1247.4669487560054 1638.461867507307 2866.1625272407987 3311.845567223393 3375.874963248775 3588.3974624936886 2585.748949958017 1677.389052466717
482.9924600787877 709.8284527396463 737.999003181418 963.7865902637341 2201.603501101221 3033.8499330314053 3092.9770635234486 3163.019411630499 1778.750253651499 1120.19534316775
720.0537248749206 1002.3899460360428 1011.7781574957376 1423.0901180839214 2279.8700195543815 2579.448876989601 2370.2305036380353 2809.620454373265 2039.1282411700834 1294.7642879337334
678.3649045893208 1033.690045567487 1097.5892531319698 1566.9833482107406 3006.2199164099825 3434.1015170155947 3452.93354142043 3681.7027983536764 2507.511336136605 1666.9110020665355
416.1772686016914 605.3913821074062 678.528386846285 946.3823280979284 1837.022328576958 2153.850556587531 2112.6019506426455 2336.3885570460484 1435.7100482877654 808.9714285415963
600.5768288986457 912.3511357478973 955.3934412044191 1318.6105099964443 2213.5959783997428 2532.506686831798 2319.8022830226064 2735.321894779622 2039.3936590999294 1186.1387744470696
512.5061355843359 872.5666991888925 674.6825111140448 1328.0909151683002 3615.704954553457 4202.917367332656 4268.473193641066 4368.183194817771 1999.4269968348876 1141.9888391789848
503.89275335224863 739.7926285273317 815.2057882066387 1139.9552429502892 2104.5381487042746 2412.7923821387717 2539.652690447544 2546.020677702333 1739.9676566193139 1080.558846288075
637.1301934857026 963.39151608819 1021.6941904103455 1412.3297762109237 2695.0728163568456 3139.4640488740274 3278.0046472142867 3288.8779078838093 2317.06886758164 1574.0566372629416
852.8380694003381 1209.397840776694 1589.5051541128466 1765.848572782366 2061.224152657479 2228.0645831580264 2295.9731144761677 2427.4540049122306 2940.4080674180514 2390.9715516103092
268.07044542961256 484.3313350627357 276.65730667105095 737.7480008108286 2502.2048779592433 2977.1000302797133 2995.6044837677823 3057.197376195389 1143.2913639073545 501.43243591649866
412.4982256583362 657.6276426465486 653.5364711636413 924.6882842040625 2509.41278505846 3419.622065108251 3490.4821995728803 3585.9384544102254 1914.2201260197567 1160.064587663649
643.8482678285825 924.1950601408225 1090.1262148731525 1390.4074584206576 2233.7685606803184 2594.8976221025964 2707.906175442333 2853.6935723176402 2092.036401064387 1472.7916548201838
637.5313401345047 848.0353504636896 1043.551073566583 1180.0900100743293 1449.679489792248 1609.679489792248 1522.4656041778494 1752.446082888335 1839.16830737495 1408.8218891344193
627.0411224951246 914.829459504374 1046.1974794951802 1307.7420579077284 2052.569653104697 2307.2249525775896 2383.6688398066526 2449.791095225386 2162.9144627107594 1612.0181628573023
498.56907597812204 700.0080769822455 896.5429461109578 1021.2368220086591 1265.485881378728 1384.6574174363545 1422.2882003169775 1515.2797993117128 1667.0993923319284 1297.713585470114
549.8804615946513 858.2025268786693 858.3413299727699 1306.9697754067374 2793.4135162754174 3181.9950506834657 3245.8242617664573 3314.1910047716137 2037.676834375097 1329.301290166567
464.06171217354006 684.618470210339 722.0356805626077 1036.2049808105253 1893.820791582348 2196.1957640824467 2102.9682317943234 2339.4106212114298 1742.003678099016 1121.9258561629806
442.9951141499189 614.5009510863338 599.001250499171 878.7040787118201 1459.6223495355698 1646.722814022478 1678.1398980064987 1748.738598526126 1253.2420292348372 703.5675357557648
534.6716671285099 804.4075057216372 820.351364574257 1153.393789702247 2631.377868514692 3514.8638328015522 3548.835736512355 3698.6992862293355 2187.4902301554084 1393.2362037155885
1291.1864469419208 1335.192664026198 1001.7171721400966 1570.193572900926 3655.50727230374 4503.394470695551 4636.4928664239205 4705.994907024743 1986.9235220481637 892.8466702393706
814.8752592657913 1112.590518267638 1332.4346975443818 1663.661464454848 2286.9793980942995 2538.7304796263656 2619.006869567809 2794.7632945800656 2584.2658619649696 1975.434592151681
306.5495739424019 499.25138639268084 378.9370681312487 735.2619487066099 1901.5049869891259 2198.8833544909144 2369.681943041499 2335.4426078181395 1116.9198017697222 578.3940239030095
403.3934836878216 675.89013616787 547.6841172222266 1046.781993710293 3041.843651805164 3951.5427523012486 4162.52859676332 4094.282598036566 1666.86973240935 953.7746613927693
725.8091680738978 991.1542495493759 1235.300468688828 1448.3308054920767 1852.0360251231189 2030.9273925001548 2035.3323668854464 2236.481708811637 2328.859692623495 1720.4236007382701
455.2636736925532 698.109599792295 780.2036001269813 1068.9887476228841 1739.464920693949 1961.4554876564619 2034.3067514403758 2139.7392260353854 1819.7472309008601 1262.6463064509499
51.87237856761269 79.20848883921313 65.46782155396633 122.24991164999453 324.2792087738575 416.0835394404717 430.7839981521962 446.56275345821865 181.97664289906675 98.07706283976174
511.71070042368524 725.4280573927281 839.3633668139714 1045.6495299863188 1717.3825242553655 1900.8491091413784 2002.0846758100156 2032.4102488616509 1652.164372172054 1184.3762757412655
264.4941752140986 416.78581404013323 387.9109166439403 632.6438023529009 1546.5383781989237 1965.8596355510028 2017.9944057296798 2049.2256069365985 1029.324063332281 650.3488553455542
295.31483080374073 485.8621957308991 412.7705037301131 735.8601308575312 1956.3544022159663 2476.4063546049865 2560.3817617798204 2529.951081805554 1369.1642789966309 754.2250502502958
659.3112650796041 945.0787045988465 1109.9533294004113 1411.8195833833847 2455.8137432267254 2933.960651381627 3007.9638954956026 3148.901649126926 2326.1025378204367 1634.4890569219888
690.6165511607611 967.3838383415504 1172.5169597366328 1434.188026581771 1950.4025739378703 2188.746783923831 2222.7063910386983 2394.3335069811806 2330.0253765426532 1693.0382602565753
534.840428359328 751.1771599407784 893.3780134799092 1096.991133046096 1617.3544756466645 1772.9881983093567 1781.6704550092957 1880.2986633582839 1755.6768546759677 1312.2198390446358
614.1983232126224 892.3320323590181 981.1749757411862 1267.5448445156721 2504.9672353189626 3290.490839475668 3322.518880731608 3451.250417709033 2323.976710075586 1564.4139121404617
465.04101361572356 769.8779816890117 776.7387164754723 1221.4613659424283 2233.509977774687 2559.215040765531 2724.338978221274 2776.3478984544686 1677.1178820315629 1015.4671138842021
665.1497707763465 933.0481449718408 1099.061577795653 1410.707017568381 1943.3265644911496 2122.5468896520506 2066.3612766391784 2358.0207142799673 2218.4943816170517 1535.6182595434386
353.7651513760475 546.8804471526353 423.1788818032662 856.3573603193706 2227.0704478085436 2608.390409075995 2650.41516969738 2721.618176092715 1132.5626831801721 642.1566732219839
633.2996454380254 943.5660445655182 1061.419974140176 1376.9245101879765 2588.6199735912514 3244.418853315152 3299.147470084311 3414.220421372336 2424.0838905104597 1705.700504371261
515.7873118499083 795.3794830939893 828.8646964135726 1156.8336360490248 2291.434448325105 2792.272364089284 2779.882552297644 2976.533663513209 1841.4248383246136 1178.3167899273049
377.6849392847286 577.07290318961 659.7535436983117 891.952937971088 1553.244841550016 1824.4168560466987 1879.235813669622 2013.9544685680662 1300.629317032407 811.054721479543
497.6738791042035 743.2616975651727 843.1009204260963 1133.6425932328802 1765.2548248890118 1997.3803372750938 2048.038375919505 2185.8275015237587 1894.7207563016962 1310.4422570173435
798.2385759705403 1068.9441779624206 1163.8814227013231 1506.5962919164538 2072.5034637470617 2285.9395854430786 2250.4668616809713 2459.4840362750533 2172.0180543560164 1560.6787323496405
594.2176091647262 855.9235151623678 992.779544188096 1270.7488336991864 1884.9246136409151 2142.174342022554 2113.5818736989754 2331.4612163570573 2085.06187415989 1467.941899654707
276.94868176060453 463.03942198669546 318.8231780711943 590.7921068058122 1503.3971330567751 1740.2748910295577 1738.4969325919142 1729.3472038494833 719.8831976615688 332.2552901467739
440.4442546570819 726.7968039327518 496.02190288079447 1071.992472571722 2988.4666521255667 3572.277551461556 3558.934299780603 3702.783441623524 1499.8493632192253 748.3728841619337
1645.3989206814354 1601.5726541664346 1299.2499344506878 1489.966486174302 2660.1342946570458 3011.4027622913954 3260.552999332086 3125.111711828561 1365.126129755096 980.2224550596322
788.4030701399674 1117.4893880714399 1385.8095523738334 1649.5083996251608 2426.259507516628 2855.5555632998603 2876.3774177468995 3096.453355362327 2739.212835351208 1994.8826181405402
444.26355598321635 631.9751037877608 713.4227743541187 879.0597529367141 1436.6985705836187 1723.58821924305 1825.0892658198622 1806.0936238283612 1433.5054427222103 985.0598030447944
316.29438070893406 443.9065807357605 509.42081015112404 660.0990989693719 1075.2322840208044 1193.763703789013 1188.3691942470925 1297.8965469713849 1024.0649189766139 656.5758981337682
558.2590835133041 910.0104322065434 818.9007300123449 1378.5676468624251 2709.1611290699557 3047.3582160402484 3181.446924635718 3269.1358144871306 1995.5109686844714 1103.5555922170815
530.8233961362014 887.231401103392 588.3666289434117 1305.3768177093343 3809.1614403456715 4541.7898643274475 4689.4674401400025 4653.392635416347 1843.8633270431133 991.5034532548791
625.4684204151991 902.241178582155 1013.1357352995351 1344.0074238975353 2489.1932421125657 3042.951598053461 3146.4590689361776 3312.1320016048485 2112.3748569314366 1423.3688985349665
869.2584461595909 1217.4257544707707 1548.0580061731846 1776.7089186176586 2318.761312268938 2607.6635491902075 2680.4705319191416 2852.1042507707543 2975.5714456732817 2312.3717712297735
571.6413374592034 800.5535551292735 1042.7800338811132 1175.0472783685932 1388.4034086242473 1506.594988924112 1544.8032540274962 1654.326907728454 1960.1010789038112 1552.6688268639584
673.9564130087799 849.9745665440614 914.0811021598311 1138.5074448655168 1752.221594655316 2014.1611779827147 2092.886004071806 2148.4631749469327 1778.3574557460631 1243.7603032136706
483.7886495726003 753.830073122652 740.7923000975281 1113.9304726062405 2421.358533585608 2754.2130966444424 2819.940674843829 2862.1857080851055 1660.728283197993 1101.8545569592504
395.27587668301453 699.9678826591062 482.645258731418 963.4710960246018 2866.436827376677 3363.2369686219367 3539.2987097595833 3344.901138119115 1473.1252750311523 739.7123563845604
